CIR,2007_EX,2007_ES,2008_EX,2008_ES,2009_EX,2009_ES,2010_EX,2010_ES,2012_EX,2012_ES,2013_EX,2013_ES,2014_EX,2014_ES,2015_EX,2015_ES
33001,0.015089163237311385,0.015514809590973202,0.015851137146795313,0.014856081708449397,0.016254656281747375,0.01533457249070632,0.015609093993892093,0.01531322505800464,0.01733038348082596,0.016995865870463943,0.018441851712457658,0.016830294530154277,0.018738049713193115,0.01701931922723091,0.023384859294490686,0.017881705639614855
33002,0.0541838134430727,0.05077574047954866,0.05478980013783598,0.04967502321262767,0.07653233999322723,0.05157992565055762,0.07058025110281642,0.050580046403712296,0.07817109144542773,0.05466237942122187,0.07489649981181784,0.055633473585787754,0.0745697896749522,0.05887764489420423,0.0745144669044788,0.061898211829436035
33003,0.059670781893004114,0.018805829807240243,0.05410062026188835,0.018105849582172703,0.04808669150016932,0.01858736059479554,0.04071937563624024,0.019025522041763342,0.02728613569321534,0.018833256775378962,0.02860368837034249,0.017765310892940627,0.02982791586998088,0.019779208831646734,0.030519223147047168,0.019715726730857405
33004,0.13717421124828533,0.05876821814762576,0.1357684355616816,0.057103064066852366,0.11479850998984084,0.05855018587360595,0.10994231421784866,0.058004640371229696,0.11061946902654868,0.059715204409738175,0.11441475348136997,0.059841047218326324,0.1124282982791587,0.060257589696412144,0.10424098295679746,0.06098120128381476
33005,1.0,0.7907851433944523,1.0,0.7776230269266481,0.9820521503555706,0.7890334572490706,0.9711571089243298,0.7754060324825987,1.0,0.8001837390904915,1.0,0.8153342683496961,1.0,0.828886844526219,0.8394768133174791,0.838147638697845
33006,0.1910150891632373,0.13305124588622472,0.18538938662991042,0.13231197771587744,0.17778530308161192,0.13057620817843865,0.17271801832371902,0.12900232018561486,0.1976401179941003,0.13367018833256775,0.19194580353782462,0.13464235624123422,0.18508604206500956,0.14259429622815087,0.19262782401902498,0.14167812929848694
33007,0.0668724279835391,0.019746121297602257,0.06857339765678842,0.018105849582172703,0.059600406366407045,0.01812267657992565,0.04852392263318629,0.018561484918793503,0.051622418879056046,0.018373909049150206,0.049680090327436956,0.0182328190743338,0.05277246653919694,0.017479300827966882,0.04201347602061038,0.01879871618523613
33008,0.0901920438957476,0.0691114245416079,0.10062026188835287,0.06731662024141133,0.09752793769048425,0.05947955390334572,0.08517136070580252,0.06635730858468677,0.09623893805309734,0.06614607257694075,0.09597290176891231,0.07386629266012155,0.09177820267686425,0.07727690892364306,0.09591755846214824,0.08023842274186153
33009,0.08641975308641975,0.06488011283497884,0.08201240523776705,0.06406685236768803,0.08093464273620048,0.06505576208178439,0.08483203257550051,0.06264501160092807,0.09255162241887906,0.06293063849333946,0.09258562288295069,0.06358111266947171,0.09521988527724666,0.06347746090156393,0.09948474038842647,0.0651077487391105
35011,0.1467764060356653,0.24964739069111425,0.14645072363886974,0.25069637883008355,0.147646461225872,0.24674721189591078,0.15812690872073296,0.24640371229698377,0.16150442477876106,0.25677537896187413,0.17425668046669177,0.2571294997662459,0.1682600382409178,0.25896964121435145,0.16409036860879905,0.26822558459422285
35012,0.03806584362139918,0.043253408556652564,0.03859407305306685,0.0436397400185701,0.036911615306468,0.04321561338289963,0.03630810994231422,0.04361948955916473,0.03797935103244838,0.044097381717960495,0.03763643206624012,0.04488078541374474,0.04321223709369025,0.04645814167433303,0.053111375346809354,0.048601558917927556
35013,0.07167352537722908,0.09543958627174425,0.06926257753273604,0.0947075208913649,0.06637317981713511,0.09433085501858736,0.0661689854088904,0.09744779582366589,0.0715339233038348,0.10059715204409739,0.06699284907790741,0.10238429172510519,0.0673040152963671,0.10211591536338546,0.06777645659928656,0.10362219165520403
35014,0.10802469135802469,0.16596144804889515,0.11026878015161957,0.16527390900649955,0.11513714866237724,0.1654275092936803,0.12317611129962674,0.16844547563805104,0.1187315634218289,0.17225539733578318,0.12382386149793,0.17625058438522676,0.11969407265774379,0.1766329346826127,0.12286959968291716,0.18202659330582302
35015,0.23388203017832648,0.2078044193700047,0.23363197794624396,0.2051996285979573,0.2302742973247545,0.20446096654275092,0.2178486596538853,0.20185614849187936,0.1987463126843658,0.20303169499310977,0.20662401204365827,0.2024310425432445,0.1950286806883365,0.20331186752529898,0.16845025762980578,0.20449335167354424
35016,0.9516460905349794,1.0,0.9693314955203308,1.0,1.0,1.0,1.0,1.0,0.9480088495575221,1.0,0.9070380127963868,1.0,0.9579349904397706,1.0,1.0,1.0
35021,0.022976680384087792,0.014104372355430184,0.024810475534114404,0.014856081708449397,0.027091093802912292,0.013940520446096654,0.027146250424160162,0.014849187935034803,0.0306047197640118,0.015617822691777675,0.027850959729017688,0.015427769985974754,0.021797323135755258,0.01655933762649494,0.022592152199762187,0.016964695093993582
35022,0.0205761316872428,0.007992477668077104,0.022398345968297727,0.007892293407613741,0.023704707077548254,0.008364312267657992,0.023752969121140142,0.008352668213457077,0.02028023598820059,0.009186954524575103,0.02182913059841927,0.008415147265077139,0.02141491395793499,0.0078196872125115,0.02179944510503369,0.008253094910591471
35023,0.013717421124828532,0.012693935119887164,0.015851137146795313,0.013463324048282266,0.014900101591601761,0.013475836431226766,0.017305734645402103,0.012064965197215777,0.02359882005899705,0.01423977951309141,0.024463680843056078,0.014492753623188406,0.0248565965583174,0.013799448022079117,0.025762980578676178,0.014672168729940394
35031,0.0102880658436214,0.015514809590973202,0.005513439007580979,0.01532033426183844,0.007450050795800881,0.016263940520446097,0.006447234475738039,0.016241299303944315,0.014380530973451327,0.017455213596692696,0.017689123071132858,0.01729780271154745,0.016826003824091777,0.017939282428702852,0.009116131589377725,0.018340210912425492
35033,0.006172839506172839,0.0061118946873530795,0.007236388697450034,0.0060352831940575676,0.007450050795800881,0.0060408921933085506,0.007465218866644045,0.005568445475638051,0.009587020648967551,0.006430868167202572,0.011290929619872036,0.006077606358111267,0.011472275334608031,0.005519779208831647,0.011494252873563218,0.006419073819348923
35034,0.030521262002743483,0.022096850023507288,0.03514817367332874,0.02181987000928505,0.031154757873349138,0.02184014869888476,0.03155751611808619,0.021809744779582366,0.0306047197640118,0.022967386311437757,0.029356417011667295,0.022907900888265546,0.02982791586998088,0.022539098436062558,0.03170828378913991,0.023383768913342505
35041,0.14026063100137173,0.14292430653502586,0.1481736733287388,0.14020427112349118,0.1293599729089062,0.13475836431226765,0.12623006447234475,0.13549883990719258,0.13126843657817108,0.1423977951309141,0.13059841926985322,0.1402524544179523,0.13193116634799235,0.13937442502299907,0.1367419738406659,0.13892709766162312
35051,0.016117969821673524,0.015514809590973202,0.01791867677463818,0.01532033426183844,0.018963765662038605,0.01533457249070632,0.017984390906006106,0.014385150812064965,0.018805309734513276,0.015617822691777675,0.01957094467444486,0.015427769985974754,0.019502868068833654,0.01517939282428703,0.02536662703131193,0.016047684548372305
35062,0.0668724279835391,0.039492242595204514,0.06753962784286699,0.039925719591457756,0.06705045716220792,0.03810408921933085,0.059043094672548355,0.03851508120649652,0.06674041297935103,0.04088194763435921,0.07150922092585622,0.04254324450677887,0.07380497131931166,0.042778288868445265,0.06698374950455807,0.04264099037138927
35063,0.0205761316872428,0.017865538316878232,0.022053756030323914,0.017641597028783658,0.022350152387402643,0.016728624535315983,0.023752969121140142,0.016705336426914155,0.02028023598820059,0.017455213596692696,0.02220549491908167,0.015895278167367927,0.024474187380497132,0.017479300827966882,0.02933016250495442,0.017881705639614855
35064,0.031207133058984912,0.019746121297602257,0.031013094417643005,0.018570102135561744,0.02878428716559431,0.01858736059479554,0.031218187987784186,0.019025522041763342,0.03502949852507375,0.018833256775378962,0.036130974783590515,0.0182328190743338,0.036328871892925434,0.017479300827966882,0.038446294094332145,0.018340210912425492
35065,0.012002743484224965,0.006582040432534086,0.013094417643004824,0.006963788300835654,0.012868269556383339,0.006505576208178439,0.012894468951476078,0.0069605568445475635,0.014380530973451327,0.007349563619660083,0.015430937147158449,0.0065451145395044414,0.017208413001912046,0.005979760809567618,0.016646848989298454,0.006419073819348923
35071,0.02606310013717421,0.026328161730136343,0.02722260509993108,0.027390900649953576,0.026413816457839485,0.027881040892193308,0.02986087546657618,0.028306264501160094,0.034292035398230086,0.028938906752411574,0.036883703424915315,0.029453015427769985,0.034034416826003826,0.028518859245630176,0.034482758620689655,0.030261348005502064
